state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
MD,55,area_code_747,yes,yes,44,54.05009933,92,11.49080095,223.5329135,110,13.03829945,113.1034532,108,49.17580277,3.586592367,10,2.156900161,6,no
MS,47,area_code_452,no,yes,16,254.5951062,56,39.15395743,54.03116159,109,20.19865985,232.9440238,81,20.75320905,3.971098638,9,6.095869936,1,yes
ID,12,area_code_990,no,yes,39,60.03471477,50,27.52787896,143.1642825,120,23.83022737,91.18350222,70,16.72501847,13.9937955,2,2.915397825,2,no
WY,62,area_code_169,no,yes,20,272.4783441,110,46.03033006,137.9274545,73,27.88425012,137.8389837,89,29.61123318,1.374909818,19,2.960485318,1,yes
OH,80,area_code_524,no,yes,1,297.9906868,63,11.59765507,185.8711071,112,26.4539244,116.2165645,141,13.42184867,3.233511971,17,5.139212368,4,yes
NC,88,area_code_807,no,no,36,123.5168655,101,34.06675519,68.18406544,135,17.18035727,137.4654236,76,6.468089963,17.04294433,11,6.700545874,1,no
NC,83,area_code_880,yes,no,5,102.5796391,145,15.47956158,247.5328434,110,6.312680086,227.0810123,51,47.5624027,17.05336762,17,1.652394693,4,yes
TX,8,area_code_660,yes,yes,43,241.340841,55,12.05421929,104.4452004,72,32.229573,141.9617953,146,46.65832846,7.255626097,10,2.167358798,8,no
OR,95,area_code_927,yes,yes,17,113.2565852,59,35.75432368,219.2594537,79,22.80851734,188.8158307,129,12.31942342,2.671107159,18,2.848160074,1,yes
ID,21,area_code_741,no,no,29,266.3905958,120,31.7158079,250.8030308,109,18.44024708,74.98296926,88,23.34831111,14.39443634,6,9.750608034,8,no
AZ,81,area_code_616,yes,yes,21,75.71064804,139,38.96723563,190.4692391,67,44.01234693,251.2544233,135,42.3966341,7.842502068,16,4.272948749,6,yes
AL,87,area_code_527,yes,yes,32,81.48879909,147,18.92581594,235.2208017,145,38.60344885,142.4721564,105,34.74501345,1.863827917,18,6.190405861,6,no
NC,80,area_code_638,no,no,29,294.7878888,79,25.15872454,215.4650781,105,43.59944968,212.1335398,62,22.76543791,3.998712645,18,2.794656721,4,no
SC,70,area_code_259,no,yes,16,218.4597246,149,23.24622543,138.8824493,102,27.27422576,231.3474004,105,38.48769487,3.607081427,1,5.159365489,7,yes
GA,72,area_code_248,no,yes,42,261.7218061,70,49.28402588,252.2146348,56,10.89190635,102.4152305,115,45.36713247,12.19321053,3,1.204132157,6,yes
TX,25,area_code_875,no,no,31,131.0823443,109,18.15120305,123.6753425,146,36.32996463,271.1687462,127,46.67712487,18.06423409,15,0.830050386,5,no
UT,82,area_code_329,yes,yes,41,219.1209374,130,18.26677573,192.8032294,118,14.2733201,204.0560629,105,22.04823254,16.06836863,10,4.952968505,1,yes
NH,89,area_code_811,no,yes,13,198.5604568,146,20.9546694,236.3494348,141,24.85533511,157.1812854,77,12.8102306,11.38380486,5,4.287263231,5,no
IL,12,area_code_661,no,no,9,200.78753,123,30.40673366,144.7389775,121,7.925035503,95.58379589,113,46.07774862,9.020948134,15,1.800363037,1,yes
ID,15,area_code_166,yes,yes,46,220.6331149,112,16.35452349,125.6919019,128,42.13887811,285.5752345,120,9.164995064,12.75485747,14,7.032213575,0,no
NM,59,area_code_911,yes,no,35,193.8397933,91,46.18804732,164.8365025,101,10.66732885,238.767051,131,37.47597761,9.432442079,15,9.932583164,8,yes
VA,26,area_code_480,no,yes,33,157.2655923,100,16.95585042,254.4908736,53,45.63938782,102.0061407,113,11.32237917,5.675883329,10,4.258644801,4,no
AK,26,area_code_157,yes,yes,8,118.9806736,113,45.31170792,282.4804408,83,43.8903771,134.4276937,105,22.52240846,13.90475165,9,6.433307041,9,yes
WY,47,area_code_358,no,no,41,242.1453327,125,9.656377864,186.2708532,118,25.9062244,252.4185645,90,23.52000859,17.59163497,12,9.648271452,9,no
OH,32,area_code_441,no,no,27,106.5681075,105,34.54532161,215.3665513,82,38.49656919,223.9194158,149,12.14410618,8.084536283,7,8.399582238,3,yes
MN,10,area_code_937,yes,yes,10,223.0885765,129,45.81434833,275.8184056,118,32.87502832,241.4460732,90,46.52066453,16.98923089,5,4.903746121,7,no
KY,16,area_code_229,yes,no,13,108.3332057,90,12.59372473,74.63671285,87,41.13840391,160.3002756,149,5.12006756,9.190558883,10,7.506150102,4,yes
MT,71,area_code_826,no,no,38,206.3325425,81,48.5747132,108.0196445,147,24.43122954,229.1190657,53,45.22138444,8.625382919,8,1.717282882,6,yes
DE,17,area_code_271,no,yes,46,236.7695668,64,25.37975122,227.2250016,75,40.36138179,146.6234307,106,44.77231956,1.538162793,16,5.364986627,2,no
NH,23,area_code_869,no,yes,18,104.6784722,111,47.55717988,255.9361155,50,25.81055677,102.8157292,79,19.26336442,14.21029913,12,3.151072633,7,yes
MT,26,area_code_713,yes,yes,14,64.98582522,76,35.45690196,264.2572571,53,47.34346045,208.1692587,137,36.69279214,16.34254798,9,2.031055035,7,yes
GA,85,area_code_308,no,no,27,82.74343575,77,18.57140914,153.7767942,88,26.88674454,294.0034814,133,16.37640101,13.60758147,10,4.549668609,2,no
MT,86,area_code_902,no,no,23,201.4992418,130,13.47361362,72.33497557,103,25.81786724,127.6502428,95,39.1448103,3.875858076,16,1.744638267,8,no
ND,7,area_code_453,no,no,7,262.3616016,113,18.66807708,159.4453693,139,40.32823377,165.2423981,105,30.25038838,2.962575884,10,7.140358528,7,no
SD,14,area_code_570,no,no,42,61.24920531,108,9.185783417,107.6836476,82,41.97099613,218.5003428,80,18.51014544,11.88431628,9,4.834280419,0,no
CT,79,area_code_897,no,yes,8,233.5378148,107,11.47405849,122.7991137,82,29.95201014,185.3765705,137,23.01056391,8.62880883,3,5.545874009,7,yes
AR,7,area_code_215,yes,no,46,135.3296615,51,9.709719816,243.0668892,121,13.09090161,260.8569489,56,36.04499295,9.152857886,19,1.890571417,3,yes
WY,9,area_code_363,no,yes,32,169.6320925,85,24.03245947,68.88177151,69,26.04912039,240.4356766,139,45.77438523,19.38820469,11,1.82783078,5,yes
VT,48,area_code_761,no,no,32,282.2148875,120,40.80102693,256.8953044,65,48.56326263,64.57430097,126,10.88269325,14.75453075,6,6.042446635,9,no
HI,72,area_code_911,no,yes,18,132.9928762,62,11.36225994,156.9172715,70,38.88437869,299.6053085,103,30.71137864,8.823967045,6,9.857592604,8,yes
NH,59,area_code_541,no,yes,2,166.3342335,64,10.86441949,199.0159828,94,41.50231717,238.1006134,57,16.41781398,1.362886317,15,1.414380541,4,yes
OK,87,area_code_647,yes,yes,9,53.42060369,138,33.95430273,72.41305781,139,6.477147447,265.9758291,104,41.06175124,1.647818259,15,3.214448571,6,no
MO,93,area_code_552,yes,no,39,70.39968,136,13.87323419,134.3397696,136,26.05367582,212.799428,118,8.160678764,14.01127022,13,8.759861607,0,yes
MA,82,area_code_944,yes,yes,46,114.6478978,109,9.392451715,72.42522975,131,34.09795101,264.071282,93,36.00301056,16.91703643,5,1.186584116,8,yes
OK,95,area_code_576,no,yes,41,56.96306021,71,12.50818602,290.3859307,111,42.35147076,78.09574373,62,12.87257062,14.44634996,14,8.820914353,5,no
GA,94,area_code_386,no,no,0,207.8438315,112,46.56791281,251.8154123,80,7.217314411,136.9344589,142,31.83734383,8.711867299,2,5.480716842,3,yes
OR,39,area_code_402,yes,yes,28,156.5995892,139,41.96620637,164.9081886,91,43.35974985,269.1052359,69,42.60616642,1.591579021,12,4.378534352,5,no
FL,99,area_code_410,yes,no,49,187.0363007,146,20.93290531,105.9006371,61,29.67804215,100.4138028,127,38.9786298,19.38063097,14,3.441965361,4,no
MS,18,area_code_307,yes,no,33,93.66179647,124,34.51193453,283.3637763,114,13.87912868,69.56052465,81,38.88242995,19.74038518,19,3.322613002,2,yes
OH,59,area_code_717,no,yes,12,123.9830074,123,29.17740532,136.1491489,122,19.27648474,247.029735,109,28.30303905,11.43792648,15,3.405124533,6,yes
WI,17,area_code_545,no,yes,0,215.9561187,74,35.47059186,90.24610792,52,17.68682983,258.8715389,99,45.08355163,2.342748329,17,8.905629269,2,yes
OH,14,area_code_769,yes,no,33,291.3256809,97,35.72020186,190.7910971,139,28.88865654,90.66305455,76,31.46473392,11.27847761,14,7.376054687,1,no
WV,31,area_code_732,yes,yes,28,62.6041934,92,33.29303068,285.9435301,58,7.325855596,263.5864957,74,46.28830858,17.95443093,18,6.862368574,3,no
OK,24,area_code_154,yes,no,47,272.5960802,87,16.97456158,50.95757263,100,12.13412713,221.6919489,101,29.5935106,13.91972469,5,8.088116915,6,yes
LA,99,area_code_111,no,no,46,194.2203003,90,6.755288934,109.5312108,65,41.57118695,180.0206708,117,27.76845034,14.67979539,12,2.942589299,4,yes
WI,60,area_code_756,no,no,12,190.9798917,94,25.50050519,284.6119101,137,10.96717958,257.5625482,70,15.00588586,2.614426911,10,6.371406715,8,no
RI,45,area_code_499,no,yes,47,175.0696338,137,45.09382481,92.77149171,127,15.50283213,154.8123123,67,29.51539943,3.023721104,8,4.87062927,9,yes
NY,98,area_code_747,yes,no,48,67.34852148,89,30.62737663,78.31086291,52,25.40167725,98.49848906,88,11.32631741,3.419626751,6,7.933195534,6,yes
MS,3,area_code_614,yes,yes,28,72.46921293,146,42.45759688,192.5468039,147,28.27043997,121.2131692,64,44.13605906,18.18315984,15,3.437933049,8,no
MN,37,area_code_755,no,yes,38,200.2280014,66,49.62309543,265.4609558,146,39.36247158,176.2910046,102,35.41513499,10.99114309,12,6.61019686,8,yes
NY,43,area_code_641,yes,yes,23,135.2396429,137,12.36272919,169.2774544,73,25.1299592,182.8326982,87,49.71359518,16.03992683,6,8.881017912,1,yes
OR,40,area_code_336,no,yes,25,279.3170166,106,36.12999376,298.6410642,122,40.54390795,251.3952066,97,9.144384251,3.190533938,12,4.320429524,0,yes
ID,90,area_code_378,yes,no,16,151.6476343,51,35.34321082,219.7929249,62,32.82558382,247.8381809,101,15.83027374,18.6252114,15,1.13290983,3,yes
WI,55,area_code_447,yes,yes,6,85.82036468,145,49.09799513,68.5187268,51,10.08948827,195.3416393,137,44.47213719,16.60169974,12,5.402482812,3,no
IL,87,area_code_726,yes,no,12,228.6797084,111,49.35203303,298.2080329,120,12.03491473,245.1963708,121,22.78643449,5.270518751,9,3.786738634,1,no
MN,39,area_code_203,yes,no,4,123.3383554,137,35.90053753,151.9735592,70,24.66651765,97.94336457,77,25.98363455,17.60946243,19,6.886141115,2,no
MO,15,area_code_729,no,yes,25,181.3675768,58,15.96266564,121.8506335,68,22.86002269,62.51613177,134,43.72933493,6.005412429,2,9.534812785,2,no
OH,4,area_code_616,yes,no,48,224.4581964,117,40.93501272,189.4697959,138,38.45949213,268.4084557,65,28.48204512,4.901457707,13,5.113279021,4,yes
SD,93,area_code_971,no,no,2,275.0660278,130,9.816311039,126.076898,96,31.13317129,68.88862344,65,13.70641322,6.020634799,13,4.928807186,0,yes
NJ,86,area_code_347,no,yes,6,248.0477987,66,40.13146869,71.61437678,71,22.46598865,111.6721074,84,45.14135519,18.2891462,8,6.718555602,8,yes
KY,25,area_code_463,no,no,48,219.090267,99,45.95882559,50.35708577,124,12.68421276,223.8297374,66,6.397774539,18.39624772,13,1.483226284,7,yes
WI,13,area_code_420,yes,no,38,219.9082956,143,22.22750276,162.3958382,82,15.2076696,152.3619844,122,45.29283204,7.250919719,4,2.908308795,7,no
MD,82,area_code_732,no,no,0,286.481161,89,33.37858827,259.2158556,81,30.89754583,269.0784925,148,7.2734102,14.40324952,6,9.230303592,2,yes
WV,33,area_code_385,no,no,48,123.9560244,107,24.35642294,193.0787964,113,24.05474622,124.4949487,101,34.96322141,13.83915985,6,6.864454827,1,yes
MO,16,area_code_248,no,yes,16,50.27802355,124,24.69942747,299.8018247,134,28.1717379,52.96783667,142,8.225572085,16.32469001,12,0.627718418,0,no
MI,42,area_code_183,yes,no,42,117.9886398,134,18.96669001,121.7116614,88,12.68048459,125.1639101,131,36.77958437,6.633680503,12,2.443941989,5,no
IL,66,area_code_505,yes,no,24,104.4728449,70,39.29583292,120.1137662,133,34.83078136,194.5187623,61,6.52870946,10.6926323,17,6.986954027,9,no
ME,55,area_code_555,no,no,2,215.4586463,67,47.12794539,89.93736506,121,43.36424334,143.9845939,132,42.91059775,13.68580507,7,7.761792424,0,yes
WI,99,area_code_842,yes,no,14,208.4278999,104,47.33378867,91.01589707,91,16.60727781,183.7181889,97,25.96747779,1.498879557,15,8.47866594,4,no
OK,42,area_code_899,no,yes,28,198.3653457,78,12.86515782,121.296649,58,27.11814016,269.1495297,71,9.20542607,8.158036161,17,3.275679632,8,yes
ID,34,area_code_260,no,no,42,54.0608608,73,44.36346423,248.2100113,74,48.89872981,278.1212636,98,36.80687503,14.2218788,10,9.344771665,8,yes
SD,30,area_code_883,yes,yes,31,232.1945136,123,38.18441486,276.4391977,138,19.99587832,116.4935162,101,27.01805709,5.799306769,6,5.752995489,3,no
ME,13,area_code_559,no,no,25,130.8826031,66,16.37768303,293.7717924,146,31.77708552,165.5351183,128,13.59269865,19.19637803,9,7.117120713,6,no
ID,13,area_code_649,yes,yes,15,216.2639973,67,8.027807581,108.0724135,51,9.058806509,187.2860038,50,5.705256825,1.573066059,15,6.169019196,6,no
FL,18,area_code_599,yes,yes,24,189.1446071,91,17.05987701,270.3243864,68,32.27067511,287.2781142,115,23.80992169,19.20365656,16,1.666030519,3,yes
CT,32,area_code_837,no,yes,27,135.6827314,133,46.04937066,132.0637723,69,9.033429799,299.6543298,113,8.853315383,5.118513492,8,9.649589264,4,yes
NV,96,area_code_608,yes,yes,8,83.64406678,94,33.49304037,78.21013613,142,48.16559459,108.8518122,57,9.237636421,1.927618797,16,1.667318009,8,yes
IN,99,area_code_753,yes,yes,0,73.60472442,131,37.44745974,267.5062314,119,37.20481934,231.7449678,135,17.02982968,6.557006631,5,2.921378586,6,no
NM,39,area_code_903,no,no,28,257.8795833,66,16.5718558,209.0264087,66,40.46719047,144.5077656,74,33.37062338,15.93936384,18,8.229464862,6,yes
ME,46,area_code_580,no,no,21,279.5993855,122,37.372467,91.18272402,138,36.68469623,52.02704922,115,28.84597739,15.29639812,14,6.376671134,9,yes
WA,29,area_code_762,yes,no,15,212.4470117,63,6.265467783,157.4578144,117,31.53780662,52.31313061,122,8.104428872,4.967967912,2,8.462417071,6,yes
KS,62,area_code_213,yes,yes,40,75.85852872,98,21.88946056,121.8144237,143,25.24607515,165.1415019,122,48.57940742,4.739012538,3,5.39949379,8,yes
CA,93,area_code_848,no,no,43,150.5068042,78,33.20390068,234.1986422,133,43.62680209,172.0837283,126,44.92259097,13.2090184,14,4.081435736,4,no
OH,62,area_code_677,yes,yes,40,232.2348,144,11.57434545,163.3540577,52,48.05760504,55.64242414,119,16.66514692,9.703571104,7,9.257532246,5,yes
ID,57,area_code_460,yes,yes,6,244.955221,53,42.03516085,297.3199863,136,27.45662778,221.7318542,143,10.50523592,16.05350911,15,0.844397016,2,no
MO,16,area_code_440,yes,no,13,79.55465557,131,15.57640845,63.68624556,100,46.91907721,123.5008471,128,47.40812891,1.458522795,17,8.633237093,0,no
MA,56,area_code_869,yes,no,28,50.00767971,69,34.35265008,138.7538165,131,31.24998095,189.9732754,100,25.75138,12.59782535,1,2.692768959,1,yes
OK,10,area_code_860,yes,yes,18,228.0342615,96,23.23387142,170.4750418,75,29.22728841,125.2297683,102,19.00251341,14.88276823,9,8.562995114,7,yes
MN,30,area_code_548,yes,yes,18,139.149044,58,31.8219618,175.7833887,105,25.45172298,91.78357872,64,27.06611158,19.87433613,14,1.822367827,0,no
KS,25,area_code_942,yes,no,1,113.6203329,126,9.835274868,128.9839556,149,14.41794927,151.7934346,99,39.7734865,13.89685219,16,6.012080155,9,yes
RI,84,area_code_934,no,no,40,53.22436745,128,5.761075996,232.3100623,113,5.167384737,108.0683412,120,12.57733842,5.405057974,13,8.937025231,6,no
VT,5,area_code_279,no,no,44,185.0748517,76,45.93039923,268.6867684,57,15.86778021,183.7002442,124,39.53731251,3.055537703,6,4.998626646,4,yes
TN,65,area_code_801,no,no,14,262.7876839,64,17.13335039,284.6798255,130,27.93754272,99.70713257,87,38.72510546,13.17741872,1,7.592383401,5,yes
RI,94,area_code_506,no,yes,2,289.4079116,141,41.88546513,251.2733442,144,22.09819785,177.1014942,89,29.27066922,10.94047828,4,8.14438037,7,no
IN,49,area_code_765,no,no,10,191.4362377,68,49.97076352,262.6450493,86,25.18183526,89.34462872,115,43.96290299,18.08376048,3,7.496694983,3,yes
NM,3,area_code_295,yes,no,45,178.6153319,139,14.51440661,187.6363252,146,49.12916988,217.7436774,88,10.94645202,14.8055524,17,9.2906325,5,no
CA,45,area_code_565,yes,no,29,71.26409637,101,16.93268335,256.4720566,76,20.76225668,238.4844211,123,31.7965553,10.68510655,2,4.74492519,2,no
OH,14,area_code_410,yes,yes,39,187.2182004,75,34.82869044,125.8759773,94,25.34823227,77.59855856,66,25.22043736,8.668199945,19,2.144691672,6,yes
MN,30,area_code_361,yes,yes,17,144.9947697,138,48.44518856,149.6196905,53,11.00819981,166.950603,56,24.00314508,8.683119292,8,0.954205105,1,no
NH,68,area_code_518,no,yes,47,201.7838202,75,46.21164567,129.2282535,135,7.15809796,67.71792516,88,16.36524821,5.299781437,15,2.841368762,7,yes
TX,18,area_code_505,yes,yes,1,147.181587,75,27.6293984,166.8468339,139,39.89342816,199.5456114,117,21.75258456,1.329193463,6,1.860376287,6,yes
HI,62,area_code_242,yes,no,31,110.0747809,95,40.77996271,121.3949041,145,30.68074288,116.1010745,84,9.866784021,11.92330118,2,5.800513044,7,yes
LA,37,area_code_441,no,yes,7,73.74131881,141,11.10856339,290.4028606,137,39.23171627,181.9061142,100,16.32195364,5.035879918,15,2.256980704,1,no
WA,25,area_code_415,yes,no,21,128.7296111,98,48.98471829,128.211157,148,11.74382595,179.3652523,96,17.23842985,4.958211437,12,0.869870219,2,yes
ID,48,area_code_200,yes,no,5,74.16120857,131,48.39589553,74.51113453,86,30.7322947,281.0885865,85,37.43005404,3.382243345,3,0.841903374,3,yes
FL,65,area_code_343,no,no,11,94.22423771,145,12.3678031,181.7042915,145,16.41391135,187.2708056,113,7.184769224,4.602314313,10,8.399910234,8,no
GA,53,area_code_589,yes,no,46,296.8340396,102,18.47404062,64.27476961,120,15.26278176,195.7496199,144,34.30365387,1.603993842,14,6.118774349,4,no
UT,79,area_code_111,yes,yes,39,161.0258892,52,9.506974888,77.63579158,82,5.518670632,150.4132814,138,14.96344594,13.81039755,14,3.901810368,5,no
KY,73,area_code_338,yes,yes,35,182.9679416,115,17.22729195,104.8473473,80,10.86533256,287.2699008,62,8.683767766,8.62654521,3,8.995166406,0,no
PA,15,area_code_660,yes,yes,14,268.4046322,146,41.71801052,166.0875625,104,18.91706502,244.2964774,67,18.53627725,11.66896738,1,1.166867808,3,yes
CT,49,area_code_141,yes,no,27,298.8922251,91,22.02420232,158.3127331,61,10.25954423,121.3513226,70,15.10127912,13.10219474,1,9.813059691,3,yes
VA,88,area_code_777,no,no,48,195.6786123,68,8.977863522,249.9229655,60,49.36362982,261.0523964,114,29.84145691,19.47720668,2,6.354772007,9,yes
IL,68,area_code_693,no,no,44,253.1184553,66,20.40014862,234.8686635,137,18.88846918,158.09909,149,21.08193816,2.297051451,19,2.242910413,7,yes
SC,12,area_code_528,no,no,17,131.7352561,82,49.16225004,156.5795735,121,10.8645776,257.1667859,57,48.46971841,8.940436012,10,6.95115644,7,no
TN,59,area_code_902,no,no,1,126.4359894,125,33.33576179,133.4260519,81,13.95870408,255.7220171,97,48.35973197,5.672060737,4,7.752121968,9,no
FL,37,area_code_257,no,yes,12,150.6759302,98,23.72724259,129.117196,106,31.44664528,97.21754669,134,24.96718711,10.05752671,4,4.578756442,5,yes
WY,61,area_code_315,no,no,44,218.1268157,105,12.49423311,243.4987718,87,7.881958574,225.2852828,92,40.77893573,18.48897371,13,8.685509759,7,no
NE,43,area_code_769,yes,yes,14,220.5479223,112,49.37795588,63.01810156,109,43.80953586,122.6607423,102,5.597084339,14.75570104,9,1.931957869,8,no
AK,70,area_code_561,no,no,19,128.8098587,52,41.93820542,53.20541238,135,48.26748557,124.3731675,134,29.65152131,13.57704214,7,3.148957044,4,no
CA,39,area_code_233,no,no,28,83.30248103,98,17.66647861,248.886098,147,16.10363393,124.0870192,76,38.44846275,9.383671652,16,1.388177435,0,no
NH,56,area_code_166,yes,yes,41,208.0990641,104,8.153091307,169.286594,68,25.25428709,231.3920619,68,14.76244514,13.75113747,18,2.503339486,0,no
OR,63,area_code_947,yes,yes,28,82.08146555,75,7.548150082,82.72028464,133,5.996050296,107.4565104,72,7.752728982,1.615132168,3,2.767923713,1,yes
PA,46,area_code_106,no,no,2,194.6231271,148,10.41701673,108.8914836,105,33.83196011,50.22645881,99,12.01635212,12.13853477,10,9.217515314,1,yes
ME,88,area_code_625,yes,no,18,223.355532,121,31.13458626,283.1259883,63,23.62667261,228.8092134,100,24.88316392,11.52175469,16,1.242042043,4,no
DE,11,area_code_172,no,no,2,225.1528741,101,46.79435395,264.8757439,82,17.15263097,92.79618596,92,27.78671393,7.586168207,3,4.560443642,6,no
WV,62,area_code_498,yes,no,13,238.3680277,149,27.35345426,227.4462626,59,14.30766998,76.12059883,148,22.13983049,4.828768383,11,5.557787529,6,yes
VT,77,area_code_504,no,yes,39,268.2148554,56,42.93254671,170.5563076,129,34.43103849,109.3790301,100,24.79881952,16.34355547,10,9.037584011,3,yes
AL,98,area_code_774,yes,no,3,174.989748,95,25.06489789,180.0809065,113,23.7297664,144.9751306,118,26.16057318,2.023380175,16,9.978114077,3,no
MI,25,area_code_677,yes,yes,10,232.5622974,95,36.88625956,293.8111338,113,13.08466801,168.9765819,90,39.62464977,2.323784424,8,7.657187092,9,no
KY,71,area_code_958,no,no,30,204.7931838,149,37.93427318,291.442611,111,36.00990867,61.14251018,121,9.735885413,9.369913136,9,9.72251441,2,no
CT,52,area_code_229,no,yes,42,96.65998495,65,12.82836677,103.8172614,117,30.42825274,292.6433332,60,39.60277102,5.798536401,15,7.977460759,1,yes
MO,4,area_code_565,no,yes,31,56.42241122,73,21.25472265,252.7761416,140,43.64024247,229.0157634,129,35.9882286,15.16359586,3,9.650425089,2,no
VT,59,area_code_305,no,no,26,121.1353464,110,33.67859704,99.31066654,141,10.28641545,130.7985163,137,38.37473643,13.04961146,4,7.219071896,7,no
AR,72,area_code_887,no,yes,29,160.7584266,103,8.181347368,103.3843695,92,40.35499709,129.6743143,134,38.05107736,15.67816113,13,1.257752542,0,no
OK,20,area_code_867,yes,no,42,204.2764861,111,21.26930845,219.0232585,129,35.30825541,162.1356373,101,26.17663171,7.16890017,12,4.318241776,3,no
CO,93,area_code_365,no,yes,1,262.4898326,50,29.06597598,151.2502746,108,10.17549216,206.5612057,72,14.51300831,15.06985985,9,6.642674196,6,no
NM,63,area_code_636,no,no,48,99.06142918,98,49.83010219,282.8861018,101,36.26693284,86.59326665,98,29.14830069,17.38376148,14,3.83182584,4,no
ME,54,area_code_892,yes,yes,8,81.38744747,74,26.35401032,72.25243372,146,24.869628,97.23245344,87,48.10919241,7.560215394,19,3.097147222,1,no
UT,74,area_code_352,yes,no,27,290.8699869,59,41.72255407,177.8814102,68,47.52431535,264.8586457,96,31.48365566,7.458020602,7,5.985293038,0,no
RI,98,area_code_921,no,no,30,77.01113984,129,24.44302783,279.6303826,70,11.37251078,114.063731,121,5.497121535,18.09907667,16,9.368267829,5,yes
NE,57,area_code_388,yes,yes,33,169.6227675,65,40.83758252,276.0284151,71,33.92750259,145.0487495,56,7.686990719,1.946014811,5,0.832327798,4,yes
GA,90,area_code_263,yes,yes,14,196.3909322,107,31.79366607,89.13230335,58,22.18910205,267.8179627,115,49.67885451,7.653598709,10,7.807696434,2,yes
MT,41,area_code_194,no,yes,47,185.3436052,121,44.89679487,141.659425,58,48.05666018,215.7869573,143,8.237586166,3.254777349,18,7.365909141,8,no
ME,3,area_code_881,yes,yes,24,71.50803926,78,23.49241486,204.78035,122,19.84887029,135.4279698,126,7.072032202,1.550631215,11,9.657557541,2,yes
RI,6,area_code_932,yes,no,35,64.2567285,141,32.19369889,89.84872119,76,48.29836593,220.9248864,111,20.88609212,3.144518935,7,9.341756612,1,yes
AZ,5,area_code_209,no,yes,7,76.37085687,55,33.35084063,292.005543,66,45.5668633,54.92080385,136,48.61927415,9.193670032,14,7.741209339,4,yes
VT,5,area_code_435,no,no,8,196.396921,65,23.78223238,278.6873322,93,17.16724559,233.910665,78,19.34038192,14.05216532,18,5.443883264,8,yes
IL,54,area_code_921,yes,yes,36,186.0862219,69,11.49404197,91.73754476,94,41.15937996,171.7540101,87,23.44478589,6.496366064,11,2.440541756,7,yes
WY,47,area_code_337,yes,no,47,108.435198,129,9.210173311,80.28886532,57,49.80218908,253.2955368,133,33.53346775,17.14383084,12,5.679739324,5,no
NV,87,area_code_480,no,no,44,209.4435355,120,5.750219777,71.3521207,129,16.3698351,288.659413,82,6.08503277,9.314696946,18,7.770843942,2,yes
MD,49,area_code_535,yes,no,38,255.0168755,127,44.30904189,277.360916,67,24.65497262,281.4471374,78,45.39936099,19.39633297,2,9.00885752,5,no
NV,9,area_code_998,yes,no,31,60.39473996,92,15.64137105,98.40595245,82,28.40813315,277.3162609,128,28.37493579,19.12895772,1,8.002264088,4,no
DE,99,area_code_582,yes,yes,16,174.5324859,75,14.51780372,154.0712321,50,18.27190111,178.042489,72,26.00649077,15.69224823,10,2.355035884,0,yes
SD,20,area_code_124,no,yes,34,222.327603,139,38.12159302,162.2128414,125,5.686917784,140.0355285,52,43.7326998,18.71570443,1,6.197019985,4,no
RI,61,area_code_752,yes,no,36,113.0779818,127,19.40072509,199.7527611,55,14.90581599,166.2588312,142,47.88844652,14.43482545,6,3.655647866,6,yes
AL,35,area_code_216,yes,yes,18,126.9427263,120,27.77201116,67.93383594,90,17.6871598,222.4740008,94,24.05413542,18.01608061,7,0.58745384,8,no
AZ,50,area_code_581,no,yes,43,203.4094757,82,12.31299794,106.6896544,104,24.96198656,270.9994442,57,12.75984857,5.49300063,17,2.40209889,0,no
IL,82,area_code_491,yes,no,28,274.4838234,75,48.18855747,282.8725967,54,12.69961153,101.7465758,135,41.70691715,7.562983803,9,1.575596174,2,yes
NV,62,area_code_636,yes,yes,6,252.4811051,94,43.321163,277.1025268,108,44.29644605,279.5482896,78,23.14671896,15.30567125,7,8.505831674,7,no
WI,17,area_code_178,no,yes,27,195.7825548,133,43.87053303,245.3226619,129,36.72100097,253.795058,51,47.09954928,9.066663526,17,2.955809395,5,no
MO,88,area_code_679,no,yes,8,232.5554294,112,23.30481869,54.8503114,67,8.83402149,294.7140038,99,47.74545427,16.90922124,3,3.204630704,4,no
NC,3,area_code_272,no,no,27,141.2056176,116,39.30625462,131.7516921,98,34.2541603,270.0629433,114,10.16730643,17.67513856,16,9.619397432,9,no
PA,32,area_code_111,no,yes,5,210.241382,101,11.47442699,206.9896838,131,34.41454144,119.9843324,69,48.04492853,6.69486021,5,4.101323869,1,no
CO,99,area_code_899,yes,no,28,166.5453978,117,5.387855117,118.7975529,114,48.02995281,76.48897784,101,21.57216465,16.64556536,18,0.591063581,2,no
UT,13,area_code_227,yes,yes,16,97.48403411,75,5.898781966,277.3966738,132,5.135939211,78.060268,134,34.08136329,3.93102115,1,3.196538409,1,no
VT,89,area_code_707,no,yes,15,225.4345685,124,31.39707818,208.4723655,103,16.15696024,122.8058296,86,6.563753678,7.349737519,4,1.633346016,0,no
NY,73,area_code_191,no,yes,22,189.1161593,51,25.49277074,67.97667933,110,46.75061657,203.545931,121,44.99979233,10.84133407,11,1.476681336,6,yes
